,text,label,label_name
66,Will I have to wait much longer for my new card to arrive?,11,card_arrival
67,how to track the card you sent,11,card_arrival
68,2 weeks ago I ordered my new card.  It isn't here.  What should I do?,11,card_arrival
69,How can I check on the delivery status of my card?,11,card_arrival
70,"My card has not been delivered yet and its been a week since I ordered it, please help",11,card_arrival
71,What's the expected wait time to recieve my new card?,11,card_arrival
72,How can I see the progress of delivery of the card that was sent?,11,card_arrival
73,"My card was supposed to arrive, but hasn't?",11,card_arrival
74,I ordered a card and would like to know how to track the delivery progress of it.,11,card_arrival
75,How long will it take for me to get my card?,11,card_arrival
76,My card hasn't shown up yet.,11,card_arrival
77,Does the card you sent have a tracking number?,11,card_arrival
78,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,11,card_arrival
79,maximum how many days get the courier?,11,card_arrival
80,Is there a reason my new card hasn't arrived yet?,11,card_arrival
81,"I've been waiting a while for my card, is there a way to know when it will arrive?",11,card_arrival
82,How can I track my card's delivery?,11,card_arrival
83,Can I track the card that was just sent to me?,11,card_arrival
84,"If I ordered my new card last week, how much longer should I wait to receive it?",11,card_arrival
85,"What's go on, where is my new card?",11,card_arrival
86,Where is my new card if I haven't received it yet?,11,card_arrival
87,Where is my card?,11,card_arrival
88,Can you tell me why I haven't received my new card yet?,11,card_arrival
89,Is there a way to track my card?,11,card_arrival
90,Is there a way to track the new card you sent me?,11,card_arrival
91,I'm still waiting for my card.,11,card_arrival
92,What do I need to do to get my new card which I have requested 2 weeks ago?,11,card_arrival
93,WHAT IS THE SOLUTION OF THIS PROBLEM,11,card_arrival
94,Could I get tracking on the card?,11,card_arrival
95,Can you help me track my card?,11,card_arrival
96,Shouldn't my new card be here by now?,11,card_arrival
97,Is there a reason my new card hasn't arrived?,11,card_arrival
98,"I would like to track a card sent to me, how do I do that?",11,card_arrival
99,Is there a tracking number for the card?,11,card_arrival
100,can you share card tracking number?,11,card_arrival
101,"I have not received my card and it's been a week, what do I do?",11,card_arrival
102,Is there a way I can check on the card on route to me?,11,card_arrival
103,When will my new card arrive?,11,card_arrival
104,Why haven't I received my new card yet?,11,card_arrival
105,What is the expected delivery date of my card?,11,card_arrival
106,My card hasn't came in the mail yet?,11,card_arrival
107,I haven't received my card.,11,card_arrival
108,Is it possible for me to track the card is was mailed to me?,11,card_arrival
109,When will my new card be delivered?,11,card_arrival
110,I was issued a card about a week ago. why hasn't it come in yet?,11,card_arrival
111,Can you please tell me where my card is? I ordered it 2 weeks ago!,11,card_arrival
112,I still haven't received my card in the mail,11,card_arrival
113,I'm still waiting for my card that was issued a week ago. What should I do?,11,card_arrival
114,I still haven't gotten my new card.  When will it get here?,11,card_arrival
115,Do you have a tracking number for the card I was sent?,11,card_arrival
116,How do I track the card you sent to me?,11,card_arrival
117,Is my new bank card on the way and is there a way to track it?,11,card_arrival
118,Could you send me and up date on the arrival of my card?,11,card_arrival
119,How long does it take to recieve my new card?,11,card_arrival
120,My card has not come in the mail yet.,11,card_arrival
121,What's the card you sent me's tracking number?,11,card_arrival
122,i havent got my card,11,card_arrival
123,Why hasn't my card arrived yet?,11,card_arrival
124,I thought I would have received my new card at this point.,11,card_arrival
125,How long until my new card gets here?,11,card_arrival
126,How much longer until I get my new card?,11,card_arrival
127,Am I able to track a card that has already been sent?,11,card_arrival
128,Is it possible to track the card you sent me?,11,card_arrival
129,How long will it be to get this new card?,11,card_arrival
130,how can i track card you sent,11,card_arrival
131,Can the card was sen to me be tracked?,11,card_arrival
132,why have i not got my new card?,11,card_arrival
133,I need to track the card sent to me.,11,card_arrival
134,"It's been two weeks and I haven't gotten my card, what do I do?",11,card_arrival
135,I was expecting my new card by now.,11,card_arrival
136,Where is the tracking number for the card?,11,card_arrival
137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11,card_arrival
138,Can I track the card that you sent me in the mail?,11,card_arrival
139,Can you tell me if I can track the card you sent me?,11,card_arrival
140,Why have I not gotten my new card?,11,card_arrival
141,I'm still waiting on my new card to be delivered!,11,card_arrival
142,My new card isn't here and it was issued a week ago.,11,card_arrival
143,"I was supposed to receive my new card by now, but it hasn't came in.",11,card_arrival
144,Is a tracking number available for the card that was just sent?,11,card_arrival
145,Why haven't I gotten my new card?,11,card_arrival
146,Was there a number to track that I could get?,11,card_arrival
147,How much longer is it going to take to get my new card?,11,card_arrival
148,I haven't gotten my credit card in the mail.,11,card_arrival
149,My card hasn't arrived yet. What do I do?,11,card_arrival
150,"My card still hasn't arrived after two weeks, now what?",11,card_arrival
151,My card appears to have never arrived?,11,card_arrival
152,My card never arrived.,11,card_arrival
1006,Can it specifically be delivered on a certain date?,12,card_delivery_estimate
1007,I need to get my card quickly,12,card_delivery_estimate
1008,When can I expect my card? I live in the US.,12,card_delivery_estimate
1009,Help! When will the card arrive at my home?,12,card_delivery_estimate
1010,Can I get my card fast tracked?,12,card_delivery_estimate
1011,How long is the wait for my card?,12,card_delivery_estimate
1012,i need to expedite my card,12,card_delivery_estimate
1013,When should I expect to receive my card?,12,card_delivery_estimate
1014,How long until my card will get here?,12,card_delivery_estimate
1015,How long is the delivery time to the US?,12,card_delivery_estimate
1016,Can I have it delivered on a specific date?,12,card_delivery_estimate
1017,"i am express delivering my card to the us, how long will that take",12,card_delivery_estimate
1018,I need my card soon.,12,card_delivery_estimate
1019,Can I choose when my card is delivered?,12,card_delivery_estimate
1020,When will my card be here?,12,card_delivery_estimate
1021,How long will delivery to the US take?,12,card_delivery_estimate
1022,When can I expect delivery?,12,card_delivery_estimate
1023,Can I specify a day for my card to be delivered?,12,card_delivery_estimate
1024,I'm worried my card might be lost in the mail? How long does it usually take to arrive?,12,card_delivery_estimate
1025,When will my card be delivered?,12,card_delivery_estimate
1026,can the delivery be specific to my needs?,12,card_delivery_estimate
1027,how long does delivery take?,12,card_delivery_estimate
1028,"To deliver to the US, how long will it take?",12,card_delivery_estimate
1029,How quickly can you get me my card?,12,card_delivery_estimate
1030,can I choose delivery times to suite me?,12,card_delivery_estimate
1031,Can I choose the day it's delivered?,12,card_delivery_estimate
1032,How long will this take to get to me?,12,card_delivery_estimate
1033,When shipped to the US how long is delivery time?,12,card_delivery_estimate
1034,"Give me my card, I need it now!",12,card_delivery_estimate
1035,I'd like to have it delivered on Saturday.  Is that possible?,12,card_delivery_estimate
1036,How long will I have to wait for my new card?,12,card_delivery_estimate
1037,How long is a delivery to the US?,12,card_delivery_estimate
1038,What is the delivery time to the US?,12,card_delivery_estimate
1039,How long does it take for deliver to the US?,12,card_delivery_estimate
1040,If I order a card when does it arrive?,12,card_delivery_estimate
1041,When can I expect my card?,12,card_delivery_estimate
1042,How long is delivery to the US?,12,card_delivery_estimate
1043,What is your shipping policies for cards?,12,card_delivery_estimate
1044,I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,12,card_delivery_estimate
1045,how long should I expect to wait for my card to arrive?,12,card_delivery_estimate
1046,When will my card come? I need it as soon as possible!,12,card_delivery_estimate
1047,How long should I wait for the card to arrive?,12,card_delivery_estimate
1048,What is the wait time for delivery to the US?,12,card_delivery_estimate
1049,Can you tell me when my card will arrive?,12,card_delivery_estimate
1050,When can I expect my card to arrive?,12,card_delivery_estimate
1051,Can I have it delivered on the date I need it delivered?,12,card_delivery_estimate
1052,What is the length of time for one of these items to come to the U.S?,12,card_delivery_estimate
1053,How long will it take to have my card mailed to me?,12,card_delivery_estimate
1054,Can cards be dispatched on a specific date?,12,card_delivery_estimate
1055,Can I have it by a certain date?,12,card_delivery_estimate
1056,I need my card as quick as possible,12,card_delivery_estimate
1057,How long will it take my card to get here?,12,card_delivery_estimate
1058,Is there a specific date it can be delivered by?,12,card_delivery_estimate
1059,I need my card to be delivered fast,12,card_delivery_estimate
1060,Is there a specific date i can have it delivered?,12,card_delivery_estimate
1061,How long will it take to deliver to the US?,12,card_delivery_estimate
1062,I need my card ASAP!,12,card_delivery_estimate
1063,How long will it take to get to the US?,12,card_delivery_estimate
1064,How soon will I get my card?,12,card_delivery_estimate
1065,What is the estimated date for delivery to US?,12,card_delivery_estimate
1066,How long does it take for the card to come?,12,card_delivery_estimate
1067,When will I receive the card?,12,card_delivery_estimate
1068,When should I expect my card to arrive?,12,card_delivery_estimate
1069,Can I pay more to get it deliver quicker?,12,card_delivery_estimate
1070,How long is the delivery to the US?,12,card_delivery_estimate
1071,Send me my card now! ASAP,12,card_delivery_estimate
1072,"I haven't received my card yet, how long does it normally take?",12,card_delivery_estimate
1073,How long is US delivery?,12,card_delivery_estimate
1074,can you express my card to me?,12,card_delivery_estimate
1075,When will it get delivered?,12,card_delivery_estimate
1076,how soon will my card arrive?,12,card_delivery_estimate
1077,I ordered my card a couple weeks ago and haven't received it yet. When can I expect it?,12,card_delivery_estimate
1078,How long does it take for cards to be delivered after ordering them?,12,card_delivery_estimate
1079,"If I need delivery on a certain day, is that something that could be accommodated?",12,card_delivery_estimate
1080,how much to get my card in 2 days?,12,card_delivery_estimate
1081,When are cards shipped?,12,card_delivery_estimate
1082,My card is needed soon,12,card_delivery_estimate
1083,What is the delivery time for US?,12,card_delivery_estimate
1084,I placed my order a week ago. Is it ok that my card isn't here yet?,12,card_delivery_estimate
1085,How soon do cards arrive after I order them?,12,card_delivery_estimate
1086,How will I get my card?,12,card_delivery_estimate
1087,How long does it take to receive my card?,12,card_delivery_estimate
1088,How long until the card arrives?,12,card_delivery_estimate
1089,Can I have my card delivered on Tuesday?,12,card_delivery_estimate
1090,Can you tell me how long it takes for a new card to come?,12,card_delivery_estimate
1091,i need to add express delivery if that's an option,12,card_delivery_estimate
1092,I need my card right away.,12,card_delivery_estimate
1093,Can i choose a specific delivery date?,12,card_delivery_estimate
1094,When will I get my card shipped to me?,12,card_delivery_estimate
1095,Do I have a say when it's delivered?,12,card_delivery_estimate
1096,I need my card delivered as soon as possible.,12,card_delivery_estimate
1097,I would like to make sure it is delivered on a certain date.,12,card_delivery_estimate
1098,When will I receive my card?,12,card_delivery_estimate
1099,Could I chose the date to have it delivered?,12,card_delivery_estimate
1100,How long does it take for a card to arrive?,12,card_delivery_estimate
1101,Will my card be here soon?,12,card_delivery_estimate
1102,Please send my card as quickly as possible.,12,card_delivery_estimate
1103,how long does it take to get my card i am in a rush,12,card_delivery_estimate
1104,When can I expect to receive my card?,12,card_delivery_estimate
1105,Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,12,card_delivery_estimate
1106,How many days to deliver to a US customer?,12,card_delivery_estimate
1107,When can I expect my new card to get here?,12,card_delivery_estimate
1108,How long are deliveries to the US?,12,card_delivery_estimate
1109,Can it be delivered on a certain date?,12,card_delivery_estimate
1110,What is delivery speed to the United States?,12,card_delivery_estimate
1111,How long does it take for something to be delivered to the U.S?,12,card_delivery_estimate
1112,How long does it take for my physical card to be delivered.,12,card_delivery_estimate
1113,what is the leadtime for a new card to show up in the mail?,12,card_delivery_estimate
1114,What's the earliest time to receive my card?,12,card_delivery_estimate
1115,are you sending me my card?,12,card_delivery_estimate
1116,I need my card immediately.,12,card_delivery_estimate
1117,When will it be delivered to the US?,12,card_delivery_estimate
1245,I can't use my card because it is not working.,14,card_not_working
1246,I can't seem to be able to use my card,14,card_not_working
1247,"My card isn't working at all, I need assistance. It's really frustrating.",14,card_not_working
1248,Can you tell me what the problem with my card is? It was declined at a restaurant today.,14,card_not_working
1249,How do I fix a broken card?,14,card_not_working
1250,My card was working but now it doesn't.,14,card_not_working
1251,I cannot seem to use my card.,14,card_not_working
1252,I think my card is broke it's not working anymore,14,card_not_working
1253,I have not been able to use this card.,14,card_not_working
1254,What do I do if i accidentally broke my card?,14,card_not_working
1255,How come my card doesn't work anymore?,14,card_not_working
1256,"For a week now, I have tried to use my card and it is still not working.",14,card_not_working
1257,My actual card isn't functioning.,14,card_not_working
1258,I can't get the card itself to work.,14,card_not_working
1259,What should I do if my card doesn't work?,14,card_not_working
1260,Why won't my card work.,14,card_not_working
1261,My card will not work,14,card_not_working
1262,My card is not working.,14,card_not_working
1263,HOW LONG THE CARD VALIDITY,14,card_not_working
1264,My card seems to not be working at all.,14,card_not_working
1265,My card gets rejected when I try to use it,14,card_not_working
1266,I am unable to use my card for some reason.,14,card_not_working
1267,Why can't I use my card?,14,card_not_working
1268,I think my card is broke?,14,card_not_working
1269,What do I do?  My card is broken.,14,card_not_working
1270,"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",14,card_not_working
1271,My card was declined at a restaurant today and I don't know what the problem is.,14,card_not_working
1272,WHAT IS THE REASON FOR THAT,14,card_not_working
1273,My card is not working when I try to use it.,14,card_not_working
1274,How do I check security settings on my card?,14,card_not_working
1275,My card isn't working at all. What happened?,14,card_not_working
1276,Today I was out eating and my card was declined. Why's that?,14,card_not_working
1277,What are ways to test why my card might not be working?,14,card_not_working
1278,Currently my card is broken.,14,card_not_working
1279,My card won't work at all for anything.,14,card_not_working
1280,How do I fix my card if it is broken?,14,card_not_working
1281,Why doesn't my card work for any transactions?,14,card_not_working
1282,"I tried using my card, but it doesn't work.",14,card_not_working
1283,My card hasn't been working for even small transactions today.,14,card_not_working
1284,What do I do if the machine rejects my card?,14,card_not_working
1285,Something's wrong my card won't work.,14,card_not_working
1286,I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong?,14,card_not_working
1287,"Suddenly, my card won't work.",14,card_not_working
1288,My card hasn't been working when I try to use it.,14,card_not_working
1289,My physical card is not working,14,card_not_working
1290,"
I can't seem to be able to use my card


",14,card_not_working
1291,Why is my physical card not working?,14,card_not_working
1292,Help.  My card is broken.,14,card_not_working
1293,I am unable to use my card.,14,card_not_working
1294,"No transactions are being accepted, what's wrong with my card?",14,card_not_working
1295,Is my card frozen?,14,card_not_working
1296,My card was declined at a restaurant today and I am not sure why.,14,card_not_working
1297,What do I do now that I can't use this card?,14,card_not_working
1298,My card doesn't seem to work anymore,14,card_not_working
1299,"Out of the blue, my card stopped working.",14,card_not_working
1300,I can't seem to use my card. Can you help?,14,card_not_working
1301,How do I re-order a damaged card?,14,card_not_working
1302,Why is my card not working anymore?,14,card_not_working
1303,I can't use my card for anything,14,card_not_working
1304,What's wrong with my card? The clerk at the grocery store said it was declined.,14,card_not_working
1305,What should I do if I can't use my card?,14,card_not_working
1306,Can I use app to reset PIN attempts?,14,card_not_working
1307,Please help.  The card won't work.,14,card_not_working
1308,I wasn't able to use my card today when I went out for lunch. Wondering why that is?,14,card_not_working
1309,My card doesn't seem to work.,14,card_not_working
1310,Currently I can't get my card to work.,14,card_not_working
1311,WHAT IS THE MAIN REASON OF THIS PROBLEM,14,card_not_working
1312,How do I get my card to work?,14,card_not_working
1313,What can I do to make my physical card work?,14,card_not_working
1314,Can you tell me why I can't make any transactions?,14,card_not_working
1315,There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,14,card_not_working
1316,Can you tell me whats going on with my card it seems to be not working?,14,card_not_working
1317,How do I check security settings using the app?,14,card_not_working
1318,I tried using my card at multiple vendors and now it's not working.,14,card_not_working
1319,"Can you help me with my card, I think it's broke.",14,card_not_working
1320,The card is non-functional.,14,card_not_working
1321,I haven't been able to complete any transactions on my card today. Do you know what's wrong?,14,card_not_working
1322,Today I used my card at a restaurant and it was declined. Why?,14,card_not_working
1323,Did you deactivate my card it's not working anymore,14,card_not_working
1324,Need help to get my card to work.,14,card_not_working
1325,Why isn't my card working anymore?,14,card_not_working
1326,Why won't my card work anymore?,14,card_not_working
1327,Why won't the machine accept my card anymore?,14,card_not_working
1328,When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,14,card_not_working
1329,What to do if my physical card is not working?,14,card_not_working
1330,My card stopped working after multiple transactions. Why?,14,card_not_working
1331,Why won't my card accept any transactions?,14,card_not_working
1332,"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",14,card_not_working
1333,My card is broken,14,card_not_working
1334,I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,14,card_not_working
1335,My card no longer works.,14,card_not_working
1336,I seem to be unable to make any transactions.,14,card_not_working
1337,I can't get my actual card to work,14,card_not_working
1338,My card doesn't work when I use it.,14,card_not_working
1339,What do I do if my card gets broken?,14,card_not_working
1340,I am having problems with my physical card.,14,card_not_working
1341,How can I get my card to work?,14,card_not_working
1342,I need help with understanding why my card is not working.,14,card_not_working
1343,Please help me!  My physical card isn't working right.,14,card_not_working
1344,My card stopped working. How do I check if there is a freeze on it?,14,card_not_working
1345,"I don't know what's wrong with my card, but it has not worked at multiple places today.",14,card_not_working
1346,I need clarity on why my card is not working.,14,card_not_working
1347,My card won't physically work.,14,card_not_working
1348,What's going on? My card wont accept any transactions.,14,card_not_working
1349,My card don't work.,14,card_not_working
1350,My card won't work right now.,14,card_not_working
1351,How can it be that my Card is not functioning anymore?,14,card_not_working
1352,What's going on with my card? I've tried multiple times and it never goes through.,14,card_not_working
1353,HOW LONG TO TAKE THE TIME TO SOLVE,14,card_not_working
1354,What do I do if my card is not working?,14,card_not_working
1355,What should I do if my physical card isn't working?,14,card_not_working
1356,The card that I have isn't working. This is the physical card.,14,card_not_working
1475,Has there been any activity on my card today?,41,lost_or_stolen_card
1476,I lost my wallet and all my cards were in it.,41,lost_or_stolen_card
1477,I'm panicking!  I lost my card!  Help!,41,lost_or_stolen_card
1478,I need to report a stolen card,41,lost_or_stolen_card
1479,How do I replace a stolen card?,41,lost_or_stolen_card
1480,Can you provide information for freezing my card immediately?,41,lost_or_stolen_card
1481,What's the phone number to freeze a card?,41,lost_or_stolen_card
1482,I can't find my card! Can you help?,41,lost_or_stolen_card
1483,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",41,lost_or_stolen_card
1484,Help! I lost my card!,41,lost_or_stolen_card
1485,My card is missing.  Please help.,41,lost_or_stolen_card
1486,I think that my card has been stolen!,41,lost_or_stolen_card
1487,My card was stolen,41,lost_or_stolen_card
1488,A fee shouldn't apply to me if my card was stolen.,41,lost_or_stolen_card
1489,"My card has been stolen. I reported it with the police, but I need to report it with you as well.",41,lost_or_stolen_card
1490,Can you tell me the status of my new card?,41,lost_or_stolen_card
1491,My card has been stolen what do I do?,41,lost_or_stolen_card
1492,"I can't find my card, it is lost.",41,lost_or_stolen_card
1493,My card is lost!  Please help me!,41,lost_or_stolen_card
1494,I believe that my card has been stolen!,41,lost_or_stolen_card
1495,What should I do if I think my card was stolen?,41,lost_or_stolen_card
1496,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,41,lost_or_stolen_card
1497,"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",41,lost_or_stolen_card
1498,My bag got stolen with all my cards. Can you please cancel my card and send a new one?,41,lost_or_stolen_card
1499,I think my card is stolen!,41,lost_or_stolen_card
1500,"Help!  I fear that my card was stolen,",41,lost_or_stolen_card
1501,Someone stole my card!,41,lost_or_stolen_card
1502,Are you able to guide me to my card's location?,41,lost_or_stolen_card
1503,How can I report that my card was stolen? I made a police report first.,41,lost_or_stolen_card
1504,My card is missing!  Help!,41,lost_or_stolen_card
1505,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",41,lost_or_stolen_card
1506,Could you please freeze my card immediately?,41,lost_or_stolen_card
1507,"i need help, i lost my card",41,lost_or_stolen_card
1508,What can I do if I lost my card?,41,lost_or_stolen_card
1509,I think that the card is stolen.  What are my next steps?,41,lost_or_stolen_card
1510,What do I do if my card is stolen?,41,lost_or_stolen_card
1511,My card is stolen.  Help!,41,lost_or_stolen_card
1512,I lost track of my card,41,lost_or_stolen_card
1513,Report stolen card,41,lost_or_stolen_card
1514,Help!  My card is stolen.,41,lost_or_stolen_card
1515,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",41,lost_or_stolen_card
1516,I have lost my card! What is my next step?,41,lost_or_stolen_card
1517,My card has been lost! help!,41,lost_or_stolen_card
1518,What do I do if my card has been lost or stolen?,41,lost_or_stolen_card
1519,Help Me!  I lost my card.  What should I do?,41,lost_or_stolen_card
1520,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,41,lost_or_stolen_card
1521,Who can I speak with regarding a lost card?,41,lost_or_stolen_card
1522,My card has gone missing.,41,lost_or_stolen_card
1523,oh my god I lost my card! what should I do?,41,lost_or_stolen_card
1524,I can't find my card!  What should I do?,41,lost_or_stolen_card
1525,What is the first step that I should take after my card has been stolen?,41,lost_or_stolen_card
1526,I seem to have lost my card.,41,lost_or_stolen_card
1527,My card was stolen. What do I need to do?,41,lost_or_stolen_card
1528,Someone took my card without permission,41,lost_or_stolen_card
1529,I lost my card n need a new one.,41,lost_or_stolen_card
1530,My card has been lost / stolen,41,lost_or_stolen_card
1531,I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,41,lost_or_stolen_card
1532,Please help me.  My card is missing.,41,lost_or_stolen_card
1533,"I lost my card, what do I do now?",41,lost_or_stolen_card
1534,I need to order a new card as my other one was stolen.,41,lost_or_stolen_card
1535,I think someone stole my card because I can't find it.,41,lost_or_stolen_card
1536,What are the steps I need to do if I have a stolen card?,41,lost_or_stolen_card
1537,I cant find my card.,41,lost_or_stolen_card
1538,I think my card is lost.  What do I do?,41,lost_or_stolen_card
1539,What should I do if my card is stolen?,41,lost_or_stolen_card
1540,How do I deactivate a stolen card?,41,lost_or_stolen_card
1541,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",41,lost_or_stolen_card
1542,Someone took my card without my permission.,41,lost_or_stolen_card
1543,Need help with a stolen card.,41,lost_or_stolen_card
1544,"help, lost my card",41,lost_or_stolen_card
1545,What do I do if my card was stolen.,41,lost_or_stolen_card
1546,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,41,lost_or_stolen_card
1547,My card is missing.,41,lost_or_stolen_card
1548,How do I report my card as lost or stolen?,41,lost_or_stolen_card
1549,Is there any way for you to find my card?,41,lost_or_stolen_card
1550,I've lost my card. What can I do about that?,41,lost_or_stolen_card
1551,I left my card at a restaurant and now its missing.,41,lost_or_stolen_card
1552,Can you help me retrieve my card?,41,lost_or_stolen_card
1553,I lost my card. Can you help me?,41,lost_or_stolen_card
1554,What should I do?  My card has been stolen!,41,lost_or_stolen_card
1555,My card was stolen last night.,41,lost_or_stolen_card
1556,Could you assist me in finding my lost card?,41,lost_or_stolen_card
2511,There was a fee charged when I paid with my card.,15,card_payment_fee_charged
2512,I received a fee I should not have.,15,card_payment_fee_charged
2513,Why am I being a charged for using my card?,15,card_payment_fee_charged
2514,Tell me why there is a fee for a card payment.,15,card_payment_fee_charged
2515,I don't understand why I'm being charged for using my card.,15,card_payment_fee_charged
2516,I paid with my card so so why was I charged a transaction fee?,15,card_payment_fee_charged
2517,"I shouldn't have been charged but I see a fee, why?",15,card_payment_fee_charged
2518,"i made a payment with my card and was charged a fee, why would you do that",15,card_payment_fee_charged
2519,A fee came along with me paying with card,15,card_payment_fee_charged
2520,I had to pay a fee when buying items with my card.,15,card_payment_fee_charged
2521,Why is there a fee when I thought there would be no fees?,15,card_payment_fee_charged
2522,Why are there fees for using a card?,15,card_payment_fee_charged
2523,I had to pay money for paying with my card.,15,card_payment_fee_charged
2524,"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",15,card_payment_fee_charged
2525,What are the reasons to be charged a fee on card payments?,15,card_payment_fee_charged
2526,I paid with card and was charged a fee that shouldn't be there!,15,card_payment_fee_charged
2527,Why was I charged an extra fee when paying with card?,15,card_payment_fee_charged
2528,I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,15,card_payment_fee_charged
2529,I don't understand why I was charged an additional fee for this service. Can you clarify?,15,card_payment_fee_charged
2530,Why is there a fee for using my card?,15,card_payment_fee_charged
2531,Why was my transaction charged an extra fee when paying with my card?,15,card_payment_fee_charged
2532,"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",15,card_payment_fee_charged
2533,"On a card payment, why is there a fee?",15,card_payment_fee_charged
2534,Why did I get charged a fee for my card payment?,15,card_payment_fee_charged
2535,Why are you charging me fees for using my card?,15,card_payment_fee_charged
